Product ID,Brand Name,Category of Product,Product Name,Product Size,Product Rating,Number of reviews,Number of people liked product,Price,Kind of Marketing Flag,Options of Products
2334233,COOLA,Body Sunscreen,Classic Body Organic Sunscreen Spray SPF 70 Peach Blossom,6.0 oz/ 177 mL,2.0,1,549,25.0,online only,no options
2103539,COVER FX,Concealer,Power Play Concealer,0.33 oz/ 10 mL,4.5,392,41600,30.0,0,no options
1721000,COVER FX,Foundation,Natural Finish Foundation,1 oz/ 30 mL,3.5,1000,51700,42.0,exclusive,no options
1720713,COVER FX,Foundation,Total Cover Cream Foundation,0.42 oz/ 12 g,4.0,1000,38800,42.0,exclusive,no options
2181121,COVER FX,Face Sets,Prime + Set Complexion Kit,no size,4.0,13,7300,25.0,exclusive,no options
2053734,COVER FX,Foundation,Power Play Foundation,1.18 oz/ 35 mL,4.0,1000,57600,44.0,exclusive,no options
2212850,COVER FX,Foundation,Custom Cover Drops,0.25 fl oz/ 7.5 mL,3.5,58,106700,29.0,0,no options
2255016,COVER FX,Setting Spray & Powder,Illuminating Setting Powder,no size,3.5,20,2300,35.0,0,no options
2212975,COVER FX,Face Serums,SPF 30 Booster Drops Broad Spectrum Sunscreen,30 mL/ 1 fl oz,4.0,10,3100,45.0,0,no options
1720812,COVER FX,Foundation,Pressed Mineral Foundation,0.4 oz/ 12 g,4.0,956,42000,38.0,exclusive,no options
2027555,COVER FX,Highlighter,Glitter Drops,0.5 oz,4.0,271,40000,44.0,exclusive,no options
2181105,COVER FX,Face Primer,Water Cloud Primer,no size,4.0,31,4300,38.0,0,no options
1845338,COVER FX,Highlighter,The Perfect Light Highlighting Powder,0.28 oz/ 8.2806 mL,4.5,113,13900,34.0,exclusive,no options
2139251,COVER FX,Highlighter,Glam & Glow Liquid Lights Vault,no size,4.0,4,4100,235.0,limited edition · exclusive · online only,no options
2131399,Crushed Tonic,Beauty Supplements,Anti-Aging Collagen Elixir,no size,4.5,40,1700,105.0,online only,no options
2131431,Crushed Tonic,Beauty Supplements,Sampler Pack,no size,4.5,11,1300,15.0,online only,no options
2356855,dae,Shampoo,Daily Shampoo,10 oz/ 300 mL,4.5,64,2400,24.0,exclusive,no options
2353571,dae,Conditioner,Daily Conditioner,10 oz/ 300 mL,5.0,34,1800,24.0,exclusive,no options
2353589,dae,Scalp & Hair Treatments,Deep Conditioning Treatment,10 oz/ 300 mL,4.5,23,1300,28.0,exclusive,no options
1991868,Deborah Lippmann,Nail,Gel Lab Pro Nail Polish,0.50 oz/ 15 mL,4.0,150,46500,20.0,online only,no options
1702539,Deborah Lippmann,Nail,Cuticle Lab - Nail Treatment Set,no size,4.5,109,15500,45.0,0,no options
1923374,Deborah Lippmann,Nail,Bed of Roses Nail Polish Set,no size,4.5,27,7900,36.0,0,no options
1723360,Deborah Lippmann,Nail,Gel Lab Pro - Nail Base Coat and Top Coat Set,no size,3.0,137,6500,45.0,0,no options
1541994,Deborah Lippmann,Nail,Addicted to Speed - Quick-drying Nail Top Coat,no size,4.0,130,7100,20.0,0,no options
2344430,Deborah Lippmann,Nail,Make Me Blush: Gel Lab Pro Color Nail Polish Six piece Set,no size,3.0,2,881,36.0,limited edition,no options
1578491,Deborah Lippmann,Nail,The Cure - Nail Cuticle Repair Cream Treatment,no size,4.5,70,7800,24.0,0,no options
1542034,Deborah Lippmann,Nail,Cuticle Oil - Nail Cuticle Treatment,no size,4.0,64,7100,20.0,0,no options
1629914,Deborah Lippmann,Nail,The Stripper - Nail Polish Remover,4.0 oz/ 118 mL,4.0,66,4200,19.0,0,no options
1923317,Deborah Lippmann,Nail,Marshmallow Whipped Hand & Cuticle Scrub,2 oz/ 57 g,4.5,25,5100,29.0,online only,no options
2298750,Deborah Lippmann,Nail,Treasure Chest 9-Piece Set,9 x 0.27 oz/ 8 mL,4.0,2,1700,45.0,limited edition · online only,no options
2085983,Deborah Lippmann,Scrub & Exfoliants,Get Off Callus Softener Intensive Treatment,3.6 oz/ 108 mL,4.0,6,1300,38.0,online only,no options
833103,Deborah Lippmann,Nail,Hard Rock - Nail Strengthening Top and Base Coat,0.50 oz/ 14.78 mL,4.0,80,5900,20.0,0,no options
1542026,Deborah Lippmann,Nail,Cuticle Remover - Exfoliating Cuticle Nail Treatment,no size,4.5,135,10200,20.0,0,no options
2272607,Deborah Lippmann,Nail,Natural Mystic 6-Piece Set,no size,3.5,5,1200,36.0,limited edition · online only,no options
2235646,Deborah Lippmann,Nail,Beyond The Sea Gel Lab Pro Set,6 x 0.27 oz/ 8mL,4.0,6,1200,36.0,limited edition · online only,no options
771162,Deborah Lippmann,Nail,Smooth Operator - Buffer Nail File,no size,3.5,55,4600,12.0,0,no options
2082162,Deborah Lippmann,Nail,Liquid Metal Gel Lab Pro Set,no size,4.5,3,1700,36.0,limited edition,no options
1542018,Deborah Lippmann,Nail,Rich Girl - Broad Spectrum SPF 25 Hand Cream,no size,4.0,42,3000,28.0,0,no options
1723352,Deborah Lippmann,Nail,Genie In A Bottle - Nail Tone Perfector Base Coat,0.50 oz/ 15 mL,4.0,28,2700,20.0,0,no options
1682939,Deborah Lippmann,Nail,All About That Base - CC Nail Treatment Base Coat,no size,3.5,38,2100,20.0,0,no options
2298735,Deborah Lippmann,Nail,Little Wonders 2-Piece Set,2 x 0.27 oz/ 8 mL,1.0,2,1100,19.0,limited edition · online only,no options
1541622,Deborah Lippmann,Nail,Iconic Treatment-enriched Nail Polish,0.50 oz,4.0,140,25100,18.0,0,no options
1769017,DEREK LAM 10 CROSBY,Perfume,Ellipsis,1.7 oz/ 50 mL,4.5,38,1200,85.0,0, - 1.7 oz/ 50 mL Eau de Parfum Spray 
1769009,DEREK LAM 10 CROSBY,Perfume,2am Kiss,1.7 oz/ 50 mL,3.5,117,2600,85.0,0, - 1.7 oz/ 50 mL Eau de Parfum Spray 
1768985,DEREK LAM 10 CROSBY,Perfume,Hi-Fi,1.7 oz/ 50 mL,4.5,17,954,85.0,0, - 1.7 oz/ 50 mL Eau de Parfum Spray 
1769058,DEREK LAM 10 CROSBY,Perfume,Looking Glass,1.7 oz/ 50 mL,4.5,28,1300,85.0,0, - 1.7 oz/ 50 mL Eau de Parfum Spray 
1768969,DEREK LAM 10 CROSBY,Perfume,Afloat,1.7 oz/ 50 mL,3.5,24,949,85.0,0, - 1.7 oz/ 50 mL Eau de Parfum Spray 
2219236,DERMAFLASH,Anti-Aging,LUXE Anti-Aging Dermaplaning Exfoliation Device,no size,4.0,128,17800,199.0,online only,no options
2267672,DERMAFLASH,Anti-Aging,DERMAPORE Ultrasonic Pore Extractor & Serum Infuser,no size,4.0,51,12600,99.0,online only,no options
2028371,DERMAFLASH,Value & Gift Sets,The Essentials Anti-Aging Exfoliation Replenishment Kit,no size,4.5,12,2400,29.0,0,no options
2002087,Dermalogica,Exfoliators,Daily Microfoliant Exfoliator,no size,4.5,569,28200,59.0,0,no options
2002103,Dermalogica,Face Wash & Cleansers,Special Cleansing Gel,no size,4.5,173,11100,39.0,0,no options
2221133,Dermalogica,Mini Size,Daily Microfoliant Exfoliator Mini,no size,4.5,100,26800,15.0,0,no options
2318046,Dermalogica,Eye Creams & Treatments,Biolumin-C Vitamin C Eye Serum,0.5 oz/ 15 mL,4.5,294,7400,70.0,0,no options
2010247,Dermalogica,Moisturizers,Active Moist Moisturizer,no size,4.5,41,4800,66.0,0,no options
2221182,Dermalogica,Face Sunscreen,Dynamic Skin Recovery SPF50 Moisturizer,1.7 oz/ 50 mL,4.5,122,6600,75.0,0,no options
2002079,Dermalogica,Face Wash & Cleansers,Precleanse Cleansing Oil,no size,4.5,290,13700,45.0,0,no options
2002368,Dermalogica,Face Wash & Cleansers,Ultracalming Cleanser,no size,4.5,36,3700,39.0,0,no options
2002244,Dermalogica,Face Masks,MultiVitamin Power Recovery Mask,no size,4.0,106,11300,59.0,0,no options
2002269,Dermalogica,Moisturizers,Super Rich Repair Moisturizer,1.7 oz/ 50 mL,4.5,109,1900,89.0,0,no options
2002129,Dermalogica,Toners,Multi-Active Toner ,no size,4.5,123,4700,41.0,0,no options
2002137,Dermalogica,Mini Size,Active Moist Moisturizer Mini,no size,5.0,4,3600,42.0,0,no options
2221166,Dermalogica,Moisturizers,Intensive Moisture Balance Moisturizer,no size,4.5,111,2100,44.0,0,no options
2221083,Dermalogica,Face Serums,BioLumin-C Vitamin C Serum,1 oz/ 30 mL,4.5,106,2800,89.0,0,no options
2221141,Dermalogica,Moisturizers,Skin Smoothing Cream Moisturizer,no size,4.5,78,1300,69.0,0,no options
2046381,Dermalogica,Moisturizers,Calm Water Gel Moisturizer ,1.7 oz/ 50 mL,4.0,29,3000,50.0,0,no options
2210797,Dermalogica,Value & Gift Sets,Brighten By Day Kit,no size,5.0,4,3500,75.0,limited edition · exclusive · online only,no options
2242568,Dermalogica,Face Wash & Cleansers,Clearing Skin Wash,8.4 oz/ 250 mL,4.5,9,2300,39.0,0,no options
2002228,Dermalogica,Exfoliators,Daily Superfoliant Exfoliator,2 oz/ 57 g,4.0,43,4200,59.0,0,no options
2002301,Dermalogica,Eye Creams & Treatments,MultiVitamin Power Firm Eye Cream,0.5 oz/ 15 mL,4.0,33,4700,65.0,0,no options
2242576,Dermalogica,Face Serums,AGE Bright Clearing Serum,1 oz/ 30 mL,4.0,120,4900,65.0,0,no options
2326635,Dermalogica,Face Sunscreen,Invisible Physical Defense Sunscreen SPF 30,1.7 oz/ 50 mL,5.0,46,1300,54.0,0,no options
2002384,Dermalogica,Face Serums,Ultracalming Serum Concentrate,1.3 oz/ 40 mL,4.5,28,3800,60.0,0,no options
2223980,Dermalogica,Face Serums,Sound Sleep Cocoon Night Gel-Cream,1.7 oz/ 50 mL,4.5,126,2800,82.0,0,no options
2002293,Dermalogica,Eye Creams & Treatments,Age Reversal Eye Complex,0.5 oz/ 15 mL,4.0,8,1600,80.0,0,no options
2242527,Dermalogica,Value & Gift Sets,Clear + Brighten Kit,no size,4.0,11,3400,45.0,0,no options
2242535,Dermalogica,Face Serums,AGE Smart Phyto-Nature Firming Serum,1.3 oz/ 40 mL,4.5,138,1300,145.0,0,no options
2228690,Dermalogica,Face Masks,Blackhead Clearing Fizz Mask,1.7 oz/ 50 mL,4.0,441,3800,21.0,0,no options
2221190,Dermalogica,Face Primer,Skinperfect Primer SPF 30,0.75 oz/ 22 mL,4.5,15,2700,53.0,0,no options
2242550,Dermalogica,Face Serums,AGE Bright Spot Fader,0.5 oz/ 15 mL,4.5,78,4300,45.0,0,no options
2221216,Dermalogica,Moisturizers,Clearing Defense SPF 30 Moisturizer,2 oz/ 60 mL,4.0,610,2300,28.0,0,no options
2250249,Dermalogica,Value & Gift Sets,Power Cleanse Duo,no size,4.5,99,4400,19.0,0,no options
2002194,Dermalogica,Eye Creams & Treatments,Stress Positive Eye Lift Mask ,0.85 oz/ 25 mL,4.5,24,5500,69.0,0,no options
2221091,Dermalogica,Mini Size,Special Cleansing Gel Mini,no size,3.5,11,3700,12.0,0,no options
2221208,Dermalogica,Face Wash & Cleansers,Breakout Clearing Foaming Wash,6 oz/ 177 mL,4.5,303,3000,19.5,0,no options
2221174,Dermalogica,Moisturizers,Prisma Protect SPF 30 Moisturizer,1.7 oz/ 50 mL,4.5,120,3200,65.0,0,no options
2002202,Dermalogica,Exfoliators,Skin Resurfacing Cleanser,5.1 oz/ 150 mL,4.0,20,2700,45.0,0,no options
2318053,Dermalogica,Face Wash & Cleansers,Active Clay Prebiotic Cleanser,5.1 oz/ 150 mL,5.0,1,957,39.0,online only,no options
2221109,Dermalogica,Mini Size,Precleanse Cleansing Oil Mini,no size,3.5,12,4200,13.5,0,no options
2221125,Dermalogica,Mini Size,Multi-Active Toner Mini,no size,4.5,12,3300,12.0,0,no options
2223998,Dermalogica,Moisturizers,Skin Soothing Hydrating Lotion,2 oz/ 59 mL,4.5,8,2000,22.0,0,no options
2250124,Dermalogica,Face Wash & Cleansers,Intensive Moisture Cleanser,5.1 oz/ 150 mL,4.0,6,677,39.0,0,no options
2221158,Dermalogica,Mini Size,Skin Smoothing Cream Moisturizer Mini,no size,3.5,3,1100,43.0,0,no options
2002095,Dermalogica,Face Wash & Cleansers,Precleanse Balm,3 oz/ 90 mL,3.5,63,3700,45.0,0,no options
2326627,Dermalogica,Mini Size,MultiVitamin Power Recovery Mask Mini,no size,0.0,0,0,15.0,online only,no options
2230522,Dermalogica,Facial Peels,Rapid Reveal Peel,no size,3.5,6,1100,85.0,0,no options
2222859,Dermalogica,Toners,Breakout Clearing All Over Toner,4 oz/ 118 mL,4.5,190,3100,19.5,0,no options
2228708,Dermalogica,Blemish & Acne Treatments,Breakout Clearing Booster,1 oz/ 30 mL,4.0,157,1900,21.0,0,no options
1737311,DevaCurl,Hair Styling Products,SUPERCREAM™ Coconut Curl Styler,no size,4.5,395,22700,28.0,0,no options
1784594,DevaCurl,Conditioner,One Condition® Original Daily Cream Conditioner,no size,4.0,269,14200,46.0,0,no options
1820273,DevaCurl,Hair Styling Products,ULTRA DEFINING GEL Strong Hold No-Crunch Styler,no size,4.0,297,16000,24.0,0,no options
1820323,DevaCurl,Hair Styling Products,STYLING CREAM Touchable Curl Definer,no size,4.5,340,14700,28.0,0,no options
1784578,DevaCurl,Shampoo,No-Poo Original Zero Lather Conditioning Cleanser,no size,4.0,323,12100,46.0,0,no options
1735166,DevaCurl,Conditioner,One Condition® Decadence Ultra Moisturizing Milk Conditioner,no size,4.0,113,7800,46.0,0,no options
1977156,DevaCurl,Hair Masks,Melt into Moisture Matcha Butter Conditioning Mask,no size,4.0,357,15300,36.0,0,no options
1738707,DevaCurl,Hair Dryers,DEVADRYER™ & DEVAFUSER™ Dryer & Diffuser Combo For All Curl Kind,no size,3.0,38,8400,159.0,0,no options
1784552,DevaCurl,Conditioner,One Condition Delight Weightless Waves Conditioner,no size,4.0,42,4200,46.0,0,no options
1784537,DevaCurl,Shampoo,Low-Poo Delight Weightless Waves Mild Lather Cleanser,no size,3.5,84,5100,46.0,0,no options
1844323,DevaCurl,Hair Styling Products,WAVE MAKER™ Touchable Texture Whip,5 oz/ 148 mL,4.0,199,13200,26.0,0,no options
1784495,DevaCurl,Hair Accessories,DEVATOWEL™ Anti-Frizz Microfiber Towel,no size,4.5,152,17700,20.0,0,no options
1815984,DevaCurl,Value & Gift Sets,How to Quit Shampoo: The Original Cleanse & Condition Curl Kit,no size,4.0,99,12400,35.0,0,no options
1820356,DevaCurl,Hair Styling Products,FRIZZ-FREE VOLUMIZING FOAM Lightweight Body Booster,7.5 oz/ 222 mL,3.5,89,6800,26.0,0,no options
1820232,DevaCurl,Hair Styling Products,LIGHT DEFINING GEL Soft Hold No-Crunch Styler,no size,4.0,121,6700,24.0,0,no options
2252757,DevaCurl,Value & Gift Sets,Double Take Curly,no size,3.5,4,1600,92.0,limited edition · online only,no options
1820315,DevaCurl,Leave-In Conditioner,B'LEAVE-IN™ Miracle Curl Plumper,6 oz/ 177 mL,4.0,140,11700,20.0,0,no options
1737345,DevaCurl,Shampoo,No-Poo® Decadence Zero Lather Ultra Moisturizing Milk Cleanser,no size,4.0,79,5900,46.0,0,no options
2326361,DevaCurl,Value & Gift Sets,Redefine Curly Kit,no size,0.0,0,94,42.0,limited edition · online only,no options
2252765,DevaCurl,Value & Gift Sets,Double Take Super Curly,no size,2.5,8,771,92.0,limited edition · online only,no options
1844372,DevaCurl,Hair Dryers,DEVAFUSER™ Universal Diffuser For All Curl Kind,no size,3.0,63,6700,50.0,0,no options
1815968,DevaCurl,Hair Masks,Heaven In Hair® Divine Deep Conditioner,8 oz/ 237 mL,3.5,105,8800,28.0,0,no options
1835750,DevaCurl,Shampoo,Low-Poo® Original Mild Lather Cleanser,no size,3.5,68,3500,46.0,0,no options
2135523,DevaCurl,Hair Styling Products,Super Stretch™ Coconut Curl Elongator,8 oz/ 236 mL,4.5,144,3500,30.0,0,no options
2026102,DevaCurl,Leave-In Conditioner,Leave-In Decadence™ Ultra Moisturizing Leave-In Conditioner,8 oz/ 236 mL,3.5,185,7300,26.0,0,no options
2326353,DevaCurl,Value & Gift Sets,Redefine Wavy Kit,no size,0.0,0,144,42.0,limited edition · online only,no options
1820307,DevaCurl,Hair Styling Products,SET IT FREE® Moisture Lock Finishing Spray,no size,4.0,118,5900,22.0,0,no options
2026110,DevaCurl,Scalp & Hair Treatments,Wash Day Wonder™ Pre-Cleanse Slip Detangler,no size,4.5,152,3700,28.0,exclusive,no options
1977164,DevaCurl,Hair Masks,Deep Sea Repair Seaweed Strengthening Mask,no size,4.0,117,7300,36.0,0,no options
1820331,DevaCurl,Hair Styling Products,MIST-ER RIGHT® Dream Curl Refresher,no size,3.5,119,6800,20.0,0,no options
1820257,DevaCurl,Hair Styling Products,THE CURL MAKER Curl Boosting Spray Gel,8 oz/ 236 mL,3.5,42,4200,22.0,0,no options
1870211,DevaCurl,Hair Styling Products,SUPERCREAM®® Coconut Curl Styler Mini,no size,3.5,3,1500,15.0,0,no options
2322444,DevaCurl,Value & Gift Sets,Make Them Gel-ous Curly Cleanse & Condition Liter Kit,no size,0.0,0,215,92.0,limited edition · online only,no options
1820265,DevaCurl,Hair,ULTRA DEFINING GEL Strong Hold No-Crunch Styler Mini,3 oz/ 89 mL,4.0,23,5100,10.0,0,no options
2322451,DevaCurl,Value & Gift Sets,Make Them Gel-ous Super Curly Cleanse & Condition Liter Kit,no size,5.0,1,185,92.0,limited edition · online only,no options
1895630,DevaCurl,Shampoo,Buildup Buster™ Micellar Water Cleansing Serum,no size,4.0,332,12100,28.0,0,no options
2238830,DevaCurl,Curls & Coils,Curly Curls-on-the-Go,no size,3.5,79,10000,30.0,0,no options
2322683,DevaCurl,Value & Gift Sets,Wavy Curls-on-the-Go,3 oz x 4/ 88.7 mL,5.0,1,652,30.0,0,no options
1820372,DevaCurl,Hair Spray,FLEXIBLE HOLD HAIRSPRAY Touchable Finishing Styler,no size,3.5,31,2500,25.0,0,no options
2322436,DevaCurl,Value & Gift Sets,Make Them Gel-ous Wavy Cleanse & Condition Liter Kit,no size,3.0,2,293,92.0,limited edition · online only,no options
2252740,DevaCurl,Value & Gift Sets,Double Take Wavy,no size,3.5,2,1100,92.0,limited edition · online only,no options
2238848,DevaCurl,Value & Gift Sets,Super Curly Curls On The Go,no size,4.0,4,1800,30.0,0,no options
2326379,DevaCurl,Value & Gift Sets,Redefine Super Curly Kit,no size,0.0,0,49,42.0,limited edition · online only,no options
2252732,DevaCurl,Dry Shampoo,DevaFresh Scalp & Curl Revitalizer,4.39 oz/ 130 mL,3.5,15,1100,24.0,0,no options
1820349,DevaCurl,Hair Styling Products,BEAUTIFUL MESS™ Curl Sculpting Pomade,3.8 oz/ 115 mL,4.0,29,3300,20.0,0,no options
2189348,DevaCurl,Hair Oil,High Shine Multi-Benefit Oil,1.7 oz/ 50 mL,3.5,41,2500,29.0,0,no options
2324705,Dior,Lip Balm & Treatment,Dior Lip Glow,0.12 fl oz/ 3.5 g,4.5,4000,288200,34.0,exclusive,no options
2224848,Dior,Foundation,Dior Airflash Spray Foundation,2.3 oz/ 70 mL,4.5,3000,138700,62.0,0,no options
2343986,Dior,Eye Palettes,BACKSTAGE Eyeshadow Palette,no size,4.5,185,47000,49.0,exclusive · online only,no options
1739317,Dior,Cologne,Sauvage Eau de Toilette,2 oz/ 60 mL,4.5,346,19400,77.0,0, - 2 oz/ 60 mL Eau de Toilette Spray  - 3.4 oz/ 100 mL Eau de Toilette Spray - 6.7 oz/ 200 mL Eau de Toilette Spray
2070571,Dior,Foundation,BACKSTAGE Face & Body Foundation,1.6 oz/ 50 mL,4.5,1000,118500,40.0,exclusive,no options
1689744,Dior,Mascara,Diorshow Mascara,0.33 oz/ 10 mL,4.0,1000,47000,29.5,0,no options
2178721,Dior,Foundation,Dior Forever 24h* Wear High Perfection Skin-Caring Matte Foundation,1 oz/ 30 mL,4.5,989,28100,52.0,0,no options
2179034,Dior,Foundation,Dior Forever Skin Glow 24h* Wear Radiant Perfection Skin-Caring Foundation,1 oz/ 30 mL,4.5,926,27800,52.0,0,no options
2038123,Dior,Cologne,Sauvage Eau de Parfum,2.0 oz/ 60 mL,4.5,79,9000,95.0,0, - 2.0 oz/ 60 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 6.8oz/200mL Eau de Parfum Spray
1812387,Dior,Mascara,Diorshow Maximizer 3D Triple volume plumping lash primer,no size,4.5,720,49800,29.5,0,no options
2345007,Dior,Lip Gloss,Dior Addict Lip Maximizer Plumping Gloss,0.2 oz/ 6 mL,4.5,1000,120400,34.0,0,no options
2303634,Dior,Concealer,Dior Forever Skin Correct Concealer,0.37 oz/ 11 mL,4.5,959,17400,36.0,0,no options
2316172,Dior,Lip Balm & Treatment,Lip Glow Oil,0.2 oz/ 6 mL,4.0,153,46600,34.0,0,no options
1178219,Dior,Eyebrow,Diorshow Brow Styler Ultra-Fine Precision Brow Pencil,0.003 oz/ 0.085 g,4.5,1000,34400,29.0,0,no options
2028397,Dior,Face Serums,Capture Youth Serum Collection,1 oz/ 30 mL,4.5,102,31500,95.0,0,no options
420570,Dior,Perfume,J'adore Eau de Parfum,1.7 oz/ 50 mL,4.5,982,47500,105.0,0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 5.0 oz/ 148 mL Eau de Parfum Spray - 0.67 oz/ 20 mL Eau de Parfum Rollerball
1599877,Dior,Perfume,Miss Dior Blooming Bouquet,1.7 oz/ 50 mL,4.0,635,44800,85.0,0, - 1 oz/ 30 mL Eau de Toilette Spray - 1.7 oz/ 50 mL Eau de Toilette Spray  - 3.4 oz/ 100 mL Eau de Toilette Spray - 0.7 oz/20 mL Eau de Toilette Rollerball - 5.1oz/150mL Eau de Toilette Spray
2341287,Dior,Lip Gloss,Dior Addict Stellar Lip Gloss ,0.21 oz/ 6.5ml,5.0,13,14500,30.0,0,no options
838763,Dior,Mascara,Diorshow Waterproof Mascara,0.38 oz/ 11.5 mL,4.0,2000,28000,29.5,0,no options
2224954,Dior,Makeup Palettes,BACKSTAGE Glow Face Palette,no size,4.5,687,35300,45.0,exclusive,no options
1853548,Dior,Lipstick,Rouge Dior Lipstick,0.12 oz/ 3.4 g,4.5,301,73900,38.0,0,no options
2327617,Dior,Eye Sets,Diorshow and Lash Maximizer Mascara Set,no size,5.0,2,987,29.5,limited edition,no options
2320794,Dior,Lip Balm & Treatment,Lip Glow Diormania,0.12 oz/ 3.52 g,4.0,26,12100,34.0,limited edition,no options
1107051,Dior,Mascara,Diorshow Iconic Mascara,0.33 oz/ 9 g,4.5,2000,22200,29.5,0,no options
2341485,Dior,Lipstick,Dior Addict Halo Shine Lipstick,0.11 oz/ 3.2g,3.0,6,5500,38.0,0,no options
2037133,Dior,Foundation,Diorskin Forever Undercover Foundation,1.3 oz/ 40 mL,4.0,473,27800,52.0,0,no options
1962026,Dior,Perfume,Miss Dior Eau de Parfum,1.7 oz/ 50 mL,3.5,197,13300,105.0,0, - 1.0 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 5 oz/ 150 mL Eau de Parfum Spray
1964584,Dior,Foundation,Diorskin Forever Perfect Matte Powder Foundation,.35 oz/ 9.9 g,4.5,431,20100,54.0,0,no options
260885,Dior,Perfume,Hypnotic Poison,1.7 oz/ 50 mL,4.5,697,24500,85.0,0, - 1 oz/ 30 mL Eau de Toilette Spray - 1.7 oz/ 50 mL Eau de Toilette Spray  - 3.4 oz/ 100 mL Eau de Toilette Spray
2209062,Dior,Lipstick,Dior Addict Stellar Shine Lipstick,0.11 oz/ 3.2 g,4.0,110,28300,38.0,0,no options
1780543,Dior,Moisturizers,Capture Totale Multi-Perfection Creme,2 oz/ 60 mL,4.5,46,5300,165.0,0,no options
2264810,Dior,Moisturizers,Capture Dreamskin Care & Perfect,no size,4.0,167,17900,150.0,0,no options
2185817,Dior,Mascara,Diorshow Pump ‘N’ Volume HD Mascara,no size,3.5,174,5400,29.5,0,no options
2267797,Dior,Perfume,Sauvage Parfum,3.4 oz / 100 mL,4.0,9,1400,150.0,0, - 2 oz/ 60 mL Parfum Spray - 3.4 oz / 100 mL Parfum Spray 
2145340,Dior,BB & CC Creams,Capture Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50,0.5 oz/ 15 g,4.0,149,10500,82.0,0,no options
2328375,Dior,Blush,BACKSTAGE Rosy Glow Blush,1.3 oz/ 38 mL,4.5,30,9900,37.0,0,no options
2087807,Dior,Makeup Palettes,BACKSTAGE Contour Palette,no size,4.5,54,17400,45.0,exclusive,no options
2300481,Dior,Perfume,Miss Dior Rose N'Roses Eau de Toilette,3.4 oz/ 100 mL,3.5,28,4400,107.0,0, - 1.7 oz/ 50 mL Eau de Toilette Spray - 3.4 oz/ 100 mL Eau de Toilette Spray 
2175081,Dior,Perfume,Miss Dior Eau de Toilette ,3.4oz/100mL,3.5,31,2000,107.0,0, - 1.7oz/50mL Eau de Toilette Spray - 3.4oz/100mL Eau de Toilette Spray  - 0.7 oz/20 mL Eau de Toilette Rollerball
2224947,Dior,Face Primer,BACKSTAGE Face & Body Primer,no size,4.0,113,14800,36.0,exclusive,no options
987651,Dior,Mascara,Diorshow Black Out Mascara,0.33 oz/ 9 g,4.0,3000,14800,29.5,0,no options
2105120,Dior,Highlighter,Diorskin Nude Luminizer Shimmering Glow Powder,no size,4.5,435,82400,48.0,0,no options
2054153,Dior,Face Primer,Airflash Radiance Mist Primer & Setting Spray,2.3 oz/ 70 mL,4.0,39,8400,50.0,0,no options
1933308,Dior,Eye Palettes,5 Couleurs Eyeshadow,no size,4.0,89,25400,62.0,0,no options
2028397,Dior,Face Serums,Capture Youth Glow Booster Age-Delay Illuminating Serum,1 oz/ 30 mL,4.5,14,0,95.0,0,no options
2028413,Dior,Face Serums,Capture Youth Lift Sculptor Age-Delay Lifting Serum,1 oz/ 30 mL,5.0,6,0,95.0,0,no options
2058006,Dior,Moisturizers,Hydra Life Hydration Rescue Intense Sorbet Creme,1.7 oz/ 50 mL,4.0,25,2100,69.0,0,no options
1985217,Dior,Face Serums,One Essential Skin Boosting Super Serum,no size,4.5,39,5500,100.0,0,no options
2050243,Dior,Eyeliner,Diorshow On Stage Liquid Eyeliner,.01 oz/ 0.55 mL,4.0,86,10900,30.5,0,no options
1921204,Dior,Lipstick,Dior Addict Lacquer Stick,0.11 oz/ 3.2 mL,4.5,187,47400,38.0,0,no options
2098044,Dior,Rollerballs & Travel Size,Miss Dior Blooming Bouquet Rollerpearl,0.7 oz/20 mL,4.0,41,8500,38.0,0, - 0.7 oz/20 mL Eau de Toilette Rollerball 
838821,Dior,Eyeliner,Crayon Eyeliner - Waterproof,0.04 oz/ 1.2 g,4.5,526,12100,30.0,0,no options
2063188,Dior,Lip Stain,Dior Addict Lip Tattoo,no size,3.5,397,38500,30.0,0,no options
2275857,Dior,Highlighter,BACKSTAGE Face & Body Glow,1.6 oz/ 50 mL,4.5,18,6600,38.0,exclusive,no options
2028405,Dior,Face Serums,Capture Youth Plump Filler Age-Delay Plumping Serum,1 oz/ 30 mL,4.0,10,0,95.0,0,no options
1855220,Dior,Perfume,Miss Dior Absolutely Blooming,3.4 oz/ 101 mL,4.5,155,14600,135.0,0, - 1.0 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.4 oz/ 101 mL Eau de Parfum Spray 
2300846,Dior,Face Serums,Capture Totale C.E.L.L. ENERGY - Super Potent Age-Defying Intense Serum,no size,4.0,1000,955,155.0,0,no options
