Product ID,Brand Name,Category of Product,Product Name,Product Size,Product Rating,Number of reviews,Number of people liked product,Price,Kind of Marketing Flag,Options of Products
2218774,Acqua Di Parma,Fragrance,Blu Mediterraneo MINIATURE Set,5 x 0.16oz/5mL,4.0,4,3002,66.0,online only,no options
2044816,Acqua Di Parma,Cologne,Colonia,0.7 oz/ 20 mL,4.5,76,2700,66.0,online only, - 0.7 oz/ 20 mL  Spray  - 1.7 oz/ 50 mL Eau de Cologne Spray - 3.4 oz/ 101 mL Eau de Cologne Spray
1417567,Acqua Di Parma,Perfume,Arancia di Capri,5 oz/ 148 mL,4.5,26,2600,180.0,online only, - 1oz/30mL Eau de Toilette  - 2.5 oz/ 74 mL Eau de Toilette Spray - 5 oz/ 148 mL Eau de Toilette Spray 
1417617,Acqua Di Parma,Perfume,Mirto di Panarea,2.5 oz/ 74 mL,4.5,23,2900,120.0,online only, - 1 oz/ 30 mL Eau de Toilette Spray - 2.5 oz/ 74 mL Eau de Toilette Spray  - 5 oz/ 148 mL Eau de Toilette Spray
2218766,Acqua Di Parma,Fragrance,Colonia Miniature Set,5 x 0.16oz/5mL,3.5,2,943,72.0,online only,no options
1417609,Acqua Di Parma,Perfume,Fico di Amalfi,5 oz/ 148 mL,4.5,79,2600,180.0,online only, - 1oz/30mL Eau de Toilette  - 2.5 oz/ 74 mL Eau de Toilette Spray - 5 oz/ 148 mL Eau de Toilette Spray 
1638832,Acqua Di Parma,Perfume,Rosa Nobile,3.4 oz/ 101 mL,4.5,79,5000,210.0,online only," - 0.7 oz, 20 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.4 oz/ 101 mL Eau de Parfum Spray "
1284462,Acqua Di Parma,Cologne,Colonia Essenza,1.7 oz/ 50 mL,5.0,13,719,120.0,online only, - 1.7 oz/ 50 mL Eau de Cologne Spray  - 3.4 oz/ 101 mL Eau de Cologne Spray
2221588,Acqua Di Parma,Body Mist & Hair Mist,Peonia Nobile Hair Mist,1.7oz/50mL,4.0,5,800,58.0,online only, - 1.7oz/50mL  Hair Mist  - 0.70oz/20mL Eau de Parfum Spray
2221596,Acqua Di Parma,Perfume,Rosa Nobile Hair Mist,1.7oz/50mL,3.0,5,2100,58.0,exclusive · online only, - 1.7oz/50mL  Hair Mist 
2243699,Acqua Di Parma,Perfume,Cipresso di Toscana,2.5 oz / 75 mL,3.5,3,87,120.0,online only, - 1 oz / 30 mL Eau de Toilette Spray - 2.5 oz / 75 mL Eau de Toilette Spray 
1417633,Acqua Di Parma,Perfume,Bergamotto di Calabria,2.5 oz/ 74 mL,4.5,16,1900,120.0,0, - 1 oz/ 30 mL Eau de Toilette Spray - 2.5 oz/ 74 mL Eau de Toilette Spray 
1886621,Acqua Di Parma,Perfume,Peonia Nobile,1.7 oz/ 50 mL,4.5,19,2300,142.0,online only, - 0.70oz/20mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray
1417575,Acqua Di Parma,Perfume,Mandorlo di Sicilia,2.5 oz/ 74 mL,4.5,44,2900,120.0,online only, - 1oz/30mL Eau de Toilette  - 2.5 oz/ 74 mL Eau de Toilette Spray  - 5 oz/ 148 mL Eau de Toilette Spray
2339661,Acqua Di Parma,Perfume,Camelia Eau de Parfum,3.4 oz/ 100 mL,0.0,0,143,275.0,online only, - 0.68 oz/ 20 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray 
2295228,Acqua Di Parma,Fragrance,Blu Mediterraneo Discovery Collection Rollerball Set,no size,4.0,1,594,80.0,limited edition · exclusive · online only,no options
2044725,Acqua Di Parma,Perfume,Chinotto di Liguria,2.5 oz/ 75 mL,4.5,6,306,120.0,online only, - 2.5 oz/ 75 mL Eau de Toilette Spray  - 5 oz/ 150 mL Eau de Toilette Spray
2222917,Acqua Di Parma,Body Lotions & Body Oils,Fico di Amalfi Spray Body Lotion,5 oz/150 mL,3.0,2,420,55.0,online only,no options
967224,Acqua Di Parma,Body Sprays & Deodorant,Colonia Alcohol-Free Deodorant,2.7 oz/ 77 g,3.5,7,400,50.0,online only,no options
1059500,Acqua Di Parma,Cologne,Colonia Intensa,1.7 oz/ 50 mL,4.0,20,584,120.0,online only, - 1.7 oz/ 50 mL Eau de Cologne Spray 
2295210,Acqua Di Parma,Perfume Gift Sets,Blu Mediterraneo Fico di Amalfi Gift Set,no size,5.0,1,211,113.0,limited edition · online only,no options
2243715,Acqua Di Parma,Perfume,Blu Mediterraneo Cipresso di Toscana Travel Spray,1 oz / 30 mL,5.0,1,250,70.0,online only, - 1 oz / 30 mL Eau de Toilette Spray 
1979608,Acqua Di Parma,Perfume,Colonia Pura,1.7 oz/ 50 mL,4.5,5,396,120.0,online only, - 1.7 oz/ 50 mL Eau de Cologne Spray  - 3.4 oz/ 100 mL Eau de Cologne Spray
2222909,Acqua Di Parma,Body Lotions & Body Oils,Arancia di Capri Spray Body Lotion,5 oz/150 mL,3.0,2,444,55.0,online only,no options
1226885,Acqua Di Parma,Perfume,Magnolia Nobile,1.7 oz/ 50 mL,4.5,34,1900,142.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau de Parfum Spray
1915396,Acqua Di Parma,Cologne,Colonia Ebano Eau de Cologne Concentré,3.4 oz/ 100 mL,4.0,1,116,245.0,online only, - 3.4 oz/ 100 mL Eau de Cologne Spray  - 6.0 oz/ 180 mL Eau de Cologne Spray
1775055,Acqua Di Parma,Cologne,Colonia Club,1.7 oz/ 50 mL,0.0,0,259,120.0,online only, - 1.7 oz/ 50 mL Eau de Cologne Spray 
2295236,Acqua Di Parma,Perfume,Osmanthus Eau de Parfum,no size,5.0,2,464,275.0,online only,no options
2295194,Acqua Di Parma,Perfume Gift Sets,Peonia Nobile Gift Set,no size,5.0,1,153,200.0,limited edition · online only,no options
1629369,Acqua Di Parma,Cologne,Colonia Leather,3.4 oz/ 101 mL,4.0,5,303,245.0,online only,no options
1915412,Acqua Di Parma,Cologne,Colonia Mirra Eau de Cologne Concentré,3.4 oz/ 100 mL,4.0,2,160,245.0,online only, - 3.4 oz/ 100 mL Eau de Cologne Spray 
2295202,Acqua Di Parma,Perfume Gift Sets,Blu Mediterraneo Arancia di Capri Gift Set,no size,0.0,0,204,113.0,limited edition · online only,no options
2295186,Acqua Di Parma,Perfume Gift Sets,Rosa Nobile Gift Set,no size,0.0,0,235,200.0,limited edition · online only,no options
2339703,Acqua Di Parma,Perfume,Sakura Eau de Parfum,3.4 oz/ 100 mL,0.0,0,165,275.0,online only, - 0.7 oz/ 20 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray 
2339687,Acqua Di Parma,Perfume,Yuzu Eau de Parfum,3.4 oz/ 100 mL,0.0,0,122,275.0,online only, - 0.7 oz/ 20 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray 
1794585,AERIN,Perfume,Mediterranean Honeysuckle,1.7 oz/ 50 mL,4.0,91,8000,130.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau de Parfum Spray - 0.27 oz/ 8 mL Eau de Parfum Spray
1639228,AERIN,Perfume,Amber Musk,1.7 oz/ 50 mL,4.5,77,5600,130.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau de Parfum Spray - 0.27 oz/ 8 mL Eau de Parfum Spray
1699222,AERIN,Perfume,Rose De Grasse,1.7 oz/ 50 mL,5.0,12,1700,235.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum 
1639236,AERIN,Perfume,Lilac Path,1.7 oz/ 50 mL,4.5,63,3800,130.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau de Parfum Spray
2317907,AERIN,no category,Wild Geranium,0.27 oz/ 8 mL,0.0,0,108,30.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray - 0.27 oz/ 8 mL Eau de Parfum Spray 
2350064,AERIN,Rollerballs & Travel Size,Mini Mediterranean Honeysuckle Eau de Parfum Travel Spray,0.27 oz/ 8 mL,4.5,32,5900,30.0,online only,no options
2039121,AERIN,Perfume,Hibiscus Palm Eau de Parfum,1.7 oz/ 50 mL,4.5,39,4400,130.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100mL Eau de Parfum Spray - 0.27 oz/ 8 mL Eau de Parfum Spray
2317907,AERIN,Perfume,Wild Geranium Travel Spray,0.27 oz/ 8 mL,5.0,2,697,30.0,online only, - 0.27 oz/ 8 mL Eau de Parfum Spray 
1855626,AERIN,Perfume,Tangier Vanille,1.7 oz/ 50 mL,3.5,33,1500,130.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray 
1659077,AERIN,Perfume,Waterlily Sun,1.7 oz / 50 mL,4.5,48,3900,130.0,online only, - 1.7 oz / 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau de Parfum Spray
2350031,AERIN,Fragrance,Mini Amber Musk Eau de Parfum Travel Spray,0.27 oz/ 8 mL,4.5,33,4700,30.0,online only,no options
1639210,AERIN,Perfume,Gardenia Rattan,1.7 oz/ 50 mL,4.0,17,1800,130.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray 
1738640,AERIN,Lip Balm & Treatment,Rose Lip Conditioner,0.34 oz/ 10 mL,4.5,386,17000,30.0,online only,no options
1738582,AERIN,Perfume,Ikat Jasmine,3.4 oz/ 101 mL,4.5,52,4700,180.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.4 oz/ 101 mL Eau de Parfum Spray  - Out of stock: .27 oz/ 8 mL Eau de Parfum Rollerball
2192177,AERIN,Perfume,Aegea Blossom Eau de Parfum,1.7oz/50mL,4.5,12,1100,130.0,online only, - 1.7oz/50mL Eau de Parfum1.7oz/50mL Spray  - 3.4oz/100mL Eau de Parfum Spray - 0.27 oz/ 8 mL Eau de Parfum Spray
2350023,AERIN,Rollerballs & Travel Size,Mini Aegea Blossom Eau de Parfum Travel Spray,0.27 oz/ 8 mL,4.0,11,1300,30.0,online only,no options
1639251,AERIN,Perfume,Evening Rose,1.7 oz/ 50 mL,4.5,23,2900,130.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray 
1659085,AERIN,Perfume,Iris Meadow,1.7 oz/ 50 mL,4.5,9,1400,130.0,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray 
1736065,AERIN,Lotions & Oils,Waterlily Sun Body Cream,1 oz / 30 mL,5.0,4,961,15.0,0,no options
2115467,AERIN,Rollerballs & Travel Size,Ikat Jasmine Rollerball,.27 oz/ 8 mL,4.5,3,1300,30.0,online only, - Out of stock: .27 oz/ 8 mL Eau de Parfum Rollerball 
1912427,AERIN,Perfume,Garden Rose Eau de Cologne,6.7 oz/ 200 mL,4.0,3,1600,175.0,online only, - 6.7 oz/ 200 mL Eau de Cologne Spray 
1912419,AERIN,Perfume,Linen Rose Eau de Cologne,6.7 oz/ 200 mL,4.0,14,1300,175.0,online only, - 6.7 oz/ 200 mL Eau de Cologne Spray 
2189975,Aether Beauty,Eye Palettes,Solstice Eyeshadow Palette,no size,5.0,116,6100,58.0,0,no options
2189959,Aether Beauty,Eye Palettes,Rose Quartz Crystal Gemstone Eyeshadow Palette,no size,5.0,170,8200,58.0,0,no options
2325223,Aether Beauty,Highlighter,Supernova Crushed Diamond Highlighter,0.37 fl oz/ 10.5 g,5.0,59,3900,38.0,0,no options
2265866,Aether Beauty,Cheek Palettes,Crystal Charged Cheek Palette,0.3 oz/ 9 g,5.0,18,1000,44.0,limited edition · online only,no options
2265858,Aether Beauty,Eye Palettes,Amethyst Crystal Gemstone Eyeshadow Palette,no size,5.0,54,2400,58.0,online only,no options
2324978,Aether Beauty,Lipstick,Radiant Ruby Lip Crème,0.2 fl oz/ 5.5 ml,5.0,35,4100,28.0,online only,no options
1957182,Algenist,Face Serums,GENIUS Liquid Collagen,no size,4.0,656,41300,115.0,exclusive,no options
2170827,Algenist,Moisturizers,GENIUS Sleeping Collagen,2 oz/ 60 mL,4.5,1000,18200,98.0,exclusive,no options
2289643,Algenist,Value & Gift Sets,Secrets of Algae Kit,no size,4.5,38,12600,125.0,limited edition · exclusive,no options
1582477,Algenist,Moisturizers,GENIUS Ultimate Anti-Aging Cream,no size,4.5,462,16200,112.0,0,no options
1328855,Algenist,Eye Creams & Treatments,Complete Eye Renewal Balm,0.5 oz/ 15 mL,4.0,873,27500,68.0,0,no options
1420223,Algenist,Face Sunscreen,SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,no size,4.5,422,21300,28.0,0,no options
1644376,Algenist,Eye Creams & Treatments,GENIUS Ultimate Anti-Aging Eye Cream,0.5 oz/ 15 mL,4.0,100,5100,74.0,0,no options
2063014,Algenist,Lip Balms & Treatments,GENIUS Liquid Collagen Lip,0.34 oz/ 10 mL,4.0,491,32100,35.0,exclusive,no options
1675974,Algenist,Face Serums,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,1 oz/ 30 mL,4.0,221,8900,118.0,0,no options
2338317,Algenist,Mini Size,Mini GENIUS Liquid Collagen ,no size,0.0,0,0,25.0,exclusive,no options
2211753,Algenist,Face Masks,ALIVE Prebiotic Balancing Mask,1.7 oz/ 50 mL,4.5,63,8100,38.0,exclusive,no options
1328822,Algenist,Moisturizers,Regenerative Anti-Aging Moisturizer,no size,4.5,215,5500,94.0,0,no options
1357847,Algenist,Moisturizers,Overnight Restorative Cream,2 oz/ 60 mL,4.5,234,8900,94.0,0,no options
1898634,Algenist,Face Serums,POWER Recharging Night Pressed Serum,2 oz/ 60 mL,4.5,184,8800,95.0,exclusive,no options
1985068,Algenist,Value & Gift Sets,Pure GENIUS Collection Kit,no size,3.5,58,8200,80.0,exclusive,no options
1649771,Algenist,Face Wash & Cleansers,GENIUS Ultimate Anti-Aging Melting Cleanser,5 oz/ 150 mL,4.0,302,7100,38.0,0,no options
1772821,Algenist,Eye Creams & Treatments,POWER Advanced Wrinkle Fighter 360° Eye Serum,0.5 oz/ 15 mL,4.0,73,7200,70.0,exclusive,no options
2282390,Algenist,Decollete & Neck Creams,ELEVATE Firming & Lifting Neck Cream,2 oz/ 60 mL,4.5,3,1400,84.0,exclusive,no options
2062990,Algenist,Face Serums,ELEVATE Advanced Retinol Serum,1 oz/ 30 mL,4.5,24,4100,98.0,0,no options
2289320,Algenist,Value & Gift Sets,Plump & Pout Duo,no size,4.0,20,6400,40.0,limited edition · exclusive,no options
1985076,Algenist,Value & Gift Sets,10 Day Transformation Kit,no size,4.5,21,3900,95.0,limited edition · exclusive · online only,no options
2282408,Algenist,Moisturizers,GENIUS Collagen Calming Relief,1.35 oz/ 40 mL,4.5,77,6800,58.0,exclusive,no options
1545748,Algenist,Face Oils,Advanced Anti-Aging Repairing Oil,1 oz/ 30 mL,4.5,232,8000,82.0,0,no options
1772813,Algenist,Moisturizers,POWER Advanced Wrinkle Fighter Moisturizer,2 oz/ 60 mL,4.5,67,4200,85.0,exclusive,no options
1790039,Algenist,Face Wash & Cleansers,GENIUS Ultimate Anti-Aging Foaming Cleanser,5 oz/ 148 mL,4.5,26,2300,38.0,0,no options
2282416,Algenist,Value & Gift Sets,Total GENIUS Duo,no size,4.5,2,780,112.0,limited edition · exclusive · online only,no options
2255503,Algenist,Face Serums,AA (Alguronic Acid) Barrier Serum,1 oz/ 30 mL,4.5,72,2400,85.0,exclusive,no options
2239945,Algenist,Hand Cream & Foot Cream,GENIUS Liquid Collagen Hand Cream,1.7 oz/ 50 mL,4.0,14,1400,38.0,0,no options
1957208,Algenist,Moisturizers,ELEVATE Advanced Lift Contouring Cream,2 oz/ 60 mL,4.5,37,2200,96.0,0,no options
1328814,Algenist,Face Serums,Concentrated Reconstructing Serum,1 oz/ 30 mL,4.0,299,5400,98.0,0,no options
1357821,Algenist,Face Wash & Cleansers,Gentle Rejuvenating Cleanser,4 oz/ 120 mL,4.5,240,4800,28.0,0,no options
1792951,Algenist,Face Primer,REVEAL Color Correcting Radiant Primer,1 oz/ 30 mL,4.5,83,3800,36.0,0,no options
2239937,Algenist,Body Lotions & Body Oils,GENIUS Liquid Collagen Body Mylk,7.7 oz/ 230 mL,4.0,10,1700,60.0,online only,no options
1789999,Algenist,Color Correct,REVEAL Concentrated Color Correcting Drops,0.5 oz/ 15 mL,4.0,269,14600,38.0,0,no options
1629948,Algenist,Mists & Essences,Hydrating Essence Toner,5 oz/ 150 mL,4.5,160,9900,25.0,0,no options
1862549,Algenist,Highlighter,REVEAL Concentrated Luminizing Drops,0.5 oz/ 15 mL,4.5,100,6400,38.0,exclusive,no options
1676980,Algenist,Tinted Moisturizer,Repairing Tint & Radiance Moisturizer SPF 30,no size,4.0,110,4200,42.0,0,no options
1898642,Algenist,Mists & Essences,Splash Hydrating Setting Mist,4 oz/ 120 mL,4.5,65,8400,35.0,0,no options
1521392,Algenist,Face Serums,Pore Corrector Anti-Aging Primer,1 oz/ 30 mL,4.5,179,9500,42.0,0,no options
1823095,Algenist,Face Masks,PERFECT Clarifying Pore Corrector Mask,2 oz/ 60 mL,4.5,55,6000,55.0,0,no options
1866318,Algenist,Color Correct,REVEAL Color Correcting Eye Serum Brightener,0.27 oz/ 8 mL,4.0,39,3500,31.0,exclusive,no options
1862515,Algenist,Concealer,REVEAL Color Correcting Eye Serum Concealer,0.27 oz/ 8 mL,4.0,26,2000,33.0,exclusive,no options
2289650,Algenist,Beauty Supplements,Spirulina Microalgae - Vitamin C Probiotic Supplement,7.8 oz/ 234 g,5.0,5,395,65.0,online only,no options
1862481,Algenist,Eye Creams & Treatments,ELEVATE Firming & Lifting Contouring Eye Cream,0.5 oz/ 15 mL,3.0,23,1000,72.0,0,no options
1814862,Algenist,Face Masks,SPLASH Absolute Hydration Replenishing Sleeping Pack,2 oz/ 60 mL,3.5,54,2100,48.0,0,no options
2289676,Algenist,Beauty Supplements,Chlorella Microalgae - Pro-Collagen Blend Supplement,8.5 oz/ 255 g,5.0,7,429,65.0,online only,no options
2289668,Algenist,Beauty Supplements,Irish Moss Algae - Vitamin C + E Supplement,7.6 oz/ 228 g,5.0,4,237,65.0,online only,no options
2289346,Algenist,Value & Gift Sets,Algenist Weekender Kit,no size,5.0,2,692,95.0,exclusive,no options
2211761,Algenist,Moisturizers,ALIVE Prebiotic Balancing Moisturizer SPF 15,1.7 oz/ 50 mL,3.5,21,1100,40.0,exclusive,no options
1707744,Algenist,Facial Peels,GENIUS Ultimate Anti-Aging Bi-Phase Peel,1.69 oz/ 50 mL,4.5,97,9100,85.0,exclusive,no options
1814854,Algenist,Moisturizers,SPLASH Absolute Hydration Replenishing Gel Moisturizer,2 oz/ 60 mL,4.0,93,3200,58.0,0,no options
1808898,Algenist,Color Correct,Color Correcting Finishing Powder,0.32 oz/ 9.1 g,4.0,46,3900,38.0,0,no options
2206134,Alpha-H,Face Serums,Liquid Gold Exfoliating Treatment,no size,4.5,633,6400,60.0,exclusive,no options
2210466,Alpha-H,Mini Size,Liquid Gold Mini,no size,3.5,17,4100,20.0,0,no options
2206225,Alpha-H,Face Serums,Vitamin B Serum,0.85 oz/ 25 mL,5.0,5,1400,70.0,online only,no options
2206159,Alpha-H,Face Wash & Cleansers,Balancing Cleanser,6.25 oz/ 185 mL,5.0,10,499,44.0,online only,no options
2206217,Alpha-H,Face Serums,Vitamin A Serum,0.85 oz/ 25 mL,5.0,3,1100,70.0,online only,no options
2206142,Alpha-H,Face Masks,Liquid Gold Ultimate Perfecting Mask,1.69 oz/ 50 mL,4.5,7,680,75.0,0,no options
2206233,Alpha-H,Face Serums,Instant Facial,3.38 oz/ 100 mL,5.0,3,584,62.0,online only,no options
2206191,Alpha-H,Facial Peels,Beauty Sleep Power Peel,1.69 oz/ 50 mL,5.0,3,1500,129.0,online only,no options
2206241,Alpha-H,Eye Creams & Treatments,Liquid Gold Firming Eye Cream,0.51 oz/ 15 mL,4.0,9,598,99.0,0,no options
2206175,Alpha-H,Exfoliators,Micro Cleanse Super Scrub,3.38 oz/ 100 mL,3.5,3,438,50.0,online only,no options
2206183,Alpha-H,Moisturizers,Essential Hydration Cream,1.69 oz/ 50 mL,4.5,6,472,52.0,online only,no options
2206167,Alpha-H,Face Wash & Cleansers,Triple Action Cleanser,6.25 oz/ 185 mL,4.5,3,403,44.0,online only,no options
2206209,Alpha-H,Moisturizers,Balancing Moisturizer & Gentle Exfoliant,1.69 oz/ 50 mL,3.5,6,533,62.0,online only,no options
2331809,alpyn beauty,Moisturizers,PlantGenius® Melt Moisturizer with Bakuchiol,1.7 oz/ 50 mL,4.5,124,2900,60.0,online only,no options
2331825,alpyn beauty,Face Serums,PlantGenius® Brightening Survival Serum,1.7 oz/ 50 mL,4.5,57,2400,68.0,online only,no options
2331882,alpyn beauty,Face Wash & Cleansers,PlantGenius® Creamy Bubbling Cleanser with Fruit Enzymes & AHAs,4.0 oz/ 118 mL,4.5,67,4900,36.0,online only,no options
2331817,alpyn beauty,Eye Creams & Treatments,PlantGenius® Line-Filling Eye Balm with Bakuchiol,0.5 oz/ 14 mL,4.5,74,4200,62.0,online only,no options
2331833,alpyn beauty,Face Masks,Calming Sleeping Mask with Melatonin & Wild Dandelion,2.0 oz/ 59 mL,4.5,66,3900,68.0,online only,no options
1772383,ALTERNA Haircare,Conditioner,CAVIAR Anti-Aging® Replenishing Moisture Conditioner,no size,4.5,552,25200,52.0,online only,no options
1415785,ALTERNA Haircare,Shampoo,CAVIAR Anti-Aging® Replenishing Moisture Shampoo,no size,4.0,747,26400,34.0,online only,no options
2211787,ALTERNA Haircare,Value & Gift Sets,CAVIAR Anti-Aging® Replenishing Moisture Essentials,no size,4.0,7,1700,65.0,limited edition · exclusive · online only,no options
1674308,ALTERNA Haircare,Hair Styling Products,CAVIAR Anti-Aging® Replenishing Moisture CC Cream,no size,4.0,1000,55700,42.0,online only,no options
2140267,ALTERNA Haircare,Shampoo,CAVIAR Anti-Aging® Clinical Densifying Shampoo,8.5 oz/ 250 mL,4.5,148,7100,34.0,online only,no options
2140275,ALTERNA Haircare,Scalp & Hair Treatments,CAVIAR Anti-Aging® Clinical Densifying Leave-In Root Treatment,4.2 oz/ 125 mL,4.0,174,15400,38.0,online only,no options
2140143,ALTERNA Haircare,Shampoo,CAVIAR Anti-Aging® Restructuring Bond Repair Shampoo,no size,4.0,104,2200,34.0,online only,no options
2140176,ALTERNA Haircare,Conditioner,CAVIAR Anti-Aging® Restructuring Bond Repair Conditioner,no size,4.0,96,2100,34.0,online only,no options
2140291,ALTERNA Haircare,Shampoo,CAVIAR Anti-Aging® Multiplying Volume Shampoo,no size,4.0,117,4000,34.0,online only,no options
2140309,ALTERNA Haircare,Conditioner,CAVIAR Anti-Aging® Multiplying Volume Conditioner,no size,4.5,97,3100,34.0,online only,no options
2140226,ALTERNA Haircare,Hair Styling Products,CAVIAR Anti-Aging® Restructuring Bond Repair Leave-In Heat Protection Spray,4.2 oz/ 125 mL,4.5,97,5300,32.0,online only,no options
2140200,ALTERNA Haircare,Hair Masks,CAVIAR Anti-Aging® Restructuring Bond Repair Masque,5.7 oz/ 161 g,4.5,54,1100,45.0,online only,no options
2195873,ALTERNA Haircare,Hair Spray,CAVIAR Anti-Aging® Working Hairspray,no size,4.5,150,7700,21.0,online only,no options
2140341,ALTERNA Haircare,Shampoo,CAVIAR Anti-Aging® Infinite Color Hold Shampoo,8.5 oz/  250 mL,4.5,29,1900,34.0,online only,no options
2140317,ALTERNA Haircare,Hair Styling Products,CAVIAR Anti-Aging® Multiplying Volume Styling Mousse,8.2 oz/ 232 g,4.5,16,2600,30.0,online only,no options
2195907,ALTERNA Haircare,Conditioner,CAVIAR Anti-Aging® Replenishing Moisture Priming Leave-In Conditioner,5 oz/ 147 mL,4.5,187,2100,32.0,online only,no options
2140382,ALTERNA Haircare,Hair Styling Products,CAVIAR Anti-Aging® Smoothing Anti-Frizz Dry Oil Mist,5 oz/ 150 mL,4.5,195,8600,34.0,online only,no options
2140150,ALTERNA Haircare,Scalp & Hair Treatments,CAVIAR Anti-Aging® Restructuring Bond Repair 3-in-1 Sealing Serum,1.7 oz/ 50 mL,4.0,154,3300,38.0,online only,no options
2140408,ALTERNA Haircare,Shampoo,CAVIAR Anti-Aging® Smoothing Anti-Frizz Shampoo,no size,4.5,110,1200,34.0,online only,no options
2140325,ALTERNA Haircare,Hair Styling Products,CAVIAR Anti-Aging® Multiplying Volume Styling Mist,4.8 oz/ 142 mL,4.5,370,14100,30.0,online only,no options
2140358,ALTERNA Haircare,Conditioner,CAVIAR Anti-Aging® Infinite Color Hold Conditioner,8.5 oz/ 250 mL,4.0,18,1300,34.0,online only,no options
2195840,ALTERNA Haircare,Hair Styling Products,CAVIAR Anti-Aging® Rapid Blowout Balm,5 oz/ 147 mL,4.5,186,2200,30.0,online only,no options
2140424,ALTERNA Haircare,Hair Styling Products,CAVIAR Anti-Aging® Smoothing Anti-Frizz Blowout Butter,5.1 oz/ 150 mL,4.0,169,5200,34.0,online only,no options
2140390,ALTERNA Haircare,Hair Oil,CAVIAR Anti-Aging® Smoothing Anti-Frizz Nourishing Oil,1.7 oz/ 50 mL,4.0,124,6000,38.0,online only,no options
2140234,ALTERNA Haircare,Hair Masks,CAVIAR Anti-Aging® Restructuring Bond Repair Leave-In Overnight Serum,3.4 oz/ 100 mL,4.5,446,1800,40.0,online only,no options
2140283,ALTERNA Haircare,Scalp & Hair Treatments,CAVIAR Anti-Aging® Clinical Densifying Styling Mousse,5.1 oz/ 145 g,4.5,59,4800,38.0,online only,no options
2149300,ALTERNA Haircare,Hair Masks,CAVIAR Anti-Aging® Replenishing Moisture Masque,5.7 oz/ 169 mL,4.0,92,3200,45.0,online only,no options
2140366,ALTERNA Haircare,Hair Styling Products,CAVIAR Anti-Aging® Infinite Color Hold Dual-Use Serum,no size,4.5,90,3100,34.0,online only,no options
2140416,ALTERNA Haircare,Conditioner,CAVIAR Anti-Aging® Smoothing Anti-Frizz Conditioner,no size,4.0,107,948,34.0,online only,no options
2195824,ALTERNA Haircare,Hair Primers,CAVIAR Anti-Aging® Perfect Iron Spray,4.2 oz/ 125 mL,4.0,157,3600,30.0,online only,no options
2236313,ALTERNA Haircare,Hair Styling Products,Caviar Anti-Aging Smoothing Anti-Frizz Air-Dry Balm,3.4 oz/ 100 mL,4.0,63,628,32.0,online only,no options
2140218,ALTERNA Haircare,Scalp & Hair Treatments,CAVIAR Anti-Aging® Restructuring Bond Repair Leave-In Protein Cream,5.1 oz/ 150 mL,4.0,13,1500,37.0,online only,no options
2140333,ALTERNA Haircare,Hair Styling Products,CAVIAR Anti-Aging® Replenishing Moisture Leave-In Smoothing Gelee,3.4 oz/ 101 mL,4.0,98,4900,30.0,exclusive · online only,no options
2143584,ALTERNA Haircare,Value & Gift Sets,CAVIAR Anti-Aging® Multiplying Volume Trial Kit,no size,2.5,8,1800,25.0,limited edition · online only,no options
2195816,ALTERNA Haircare,Dry Shampoo,CAVIAR Anti-Aging® Sheer Dry Shampoo Powder Spray,1.2 oz/ 34 g,4.0,133,1600,25.0,online only,no options
2195899,ALTERNA Haircare,Hair Spray,CAVIAR Anti-Aging® Perfect Texture Spray,6.5 oz/ 184g,4.5,86,935,30.0,online only,no options
2140168,ALTERNA Haircare,Scalp & Hair Treatments,CAVIAR Anti-Aging® Restructuring Bond Repair Leave-In Treatment Mousse,8.5 oz/ 241 g,4.5,429,1000,45.0,online only,no options
